StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,School_name,Teacher_name,Birth_date,Sex,Grade,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,AVI_1,AVI_2,AVI_3,AVI_4,AVI_5,AVI_6,AVI_7,AVI_8,AVI_9,AVI_10,AVI_11,AVI_12,AVI_13,AVI_14,AVI_15,AVI_16,AVI_17,AVI_18,AVI_19,AVI_20,AVI_21,AVI_22,AVI_23,AVI_24,AVI_25,AVI_26,AVI_27,AVI_28,AVI_29,AVI_30,AVI_31,AVI_32,AVI_33,AVI_34,AVI_35,AVI_36,AVI_37,AVI_38,AVI_39,AVI_40,AVI_41,AVI_42,AVI_43,AVI_44,AVI_45,AVI_46,AVI_47,AVI_48,AVI_49,AVI_50,AVI_51,AVI_52,AVI_53,AVI_54,AVI_55,AVI_56,AVI_57,AVI_58,AVI_59,AVI_60,AVI_61,AVI_62,AVI_63,AVI_64,AVI_65,AVI_66,AVI_67,AVI_68,AVI_69,AVI_70,BI_P1_1,BI_P1_2,BI_P1_3,BI_P1_4,BI_P1_5,BI_P1_6,BI_P1_7,BI_P1_8,BI_P1_9,BI_P1_10,BI_P1_11,BI_P1_12,BI_P1_13,BI_P1_14,BI_P1_15,BI_P1_16,BI_P1_17,BI_P1_18,BI_P1_19,BI_P1_20,BI_P1_21,BI_P1_22,BI_P1_23,BI_P1_24,BI_P2a_1,BI_P2a_2,BI_P2a_3,BI_P2a_4,BI_P2a_5,BI_P2a_6,BI_P2a_7,BI_P2a_8,BI_P2a_9,BI_P2a_10,BI_P2a_11,BI_P2a_12,BI_P2a_13,BI_P2a_14,BI_P2b_1,BI_P2b_2,BI_P2b_3,BI_P2b_4,BI_P3_1,BI_P3_2,BI_P4_1_1,BI_P4_2_1,BI_P4_3_1,BI_P4_4_1,Q47_1_1,Q47_2_1,Q47_3_1,Q47_4_1,Q47_5_1,Q47_6_1
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_01cK0UrGDzemBUx,,,,,48.4992981,-123.4002991,test,,"Culpa vel? At felis magna consequat, sollicitudin vivamus sagittis duis tempus.",Fermentum? Risus at at interdum massa. Pharetra vel ultrices facilisi dolorem eu euismod.,"Tortor. Culpa fringilla magna, integer. Dignissim, est dolorem rutrum tortor facilisi.",2,3,2,2,4,4,1,5,3,4,1,4,3,2,4,3,1,4,2,2,2,1,1,2,5,3,1,3,3,2,3,1,3,1,2,4,3,5,3,2,1,1,1,3,3,1,3,2,2,4,4,4,5,1,3,4,5,1,3,4,2,1,2,3,3,3,3,5,2,1,3,5,1,2,2,5,1,1,4,3,5,1,2,1,3,3,3,4,4,5,1,5,3,5,3,5,4,2,1,2,5,1,4,5,4,2,4,6,4,1,2,3,2,4,5,3,6,5,4,4,3,3,4,5,3,5,1,2,2,6,2,2,2,5,4,5,3,4,4,4,5,5,2,5,3,2,1,1,1,1,A mi fringilla amet leo laoreet rutrum tellus suscipit at potenti sem.,Placerat ligula tellus montes mi primis ut dolor luctus consectetuer facilisi euismod platea. Aenean.,"Lorem platea enim dapibus justo atque? Phasellus et suspendisse iaculis montes aliquam justo porttitor, erat.",Aliquet culpa quam lorem placerat duis sem massa morbi ac.,Purus quam sit. Lacus tempor. Fringilla facilisi atque luctus rhoncus molestie nunc cras magna.,"Neque rhoncus accusamus sagittis aliquam, nulla ligula consectetuer sem atque.",Volutpat? Non tempus ipsum blandit vehicula nunc est. Rhoncus tortor tempor cras ut. Maecenas nec.,"Augue tempora morbi diam quis ut primis interdum. Massa, fringilla.","Ridiculus nonummy, pede. Lectus nunc egestas fringilla erat maecenas dolor. Sapien.","Vehicula nibh, massa enim. Amet? Sollicitudin orci dui tellus? Tellus per? Nullam."
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_85O7ZwXvQOsYjL7,,,,,48.4992981,-123.4002991,test,,Accusamus porttitor metus duis accumsan? Ipsum cras cras magna! Curabitur urna.,Ut mi cras cursus platea ridiculus euismod commodo facilisi tincidunt cras! Lectus sodales! Platea.,"Donec facilisis, neque curabitur. Mattis iaculis fusce platea! Id ligula magnis arcu elit atque.",1,2,2,1,1,5,3,2,1,1,5,3,5,5,4,4,5,4,2,2,4,5,5,3,1,3,1,1,2,1,5,3,2,3,1,2,3,2,4,3,2,1,5,1,5,2,2,3,2,4,4,4,1,2,2,2,3,3,3,2,1,1,3,4,5,3,3,4,2,1,5,3,4,5,3,1,3,4,5,4,2,4,5,1,5,3,4,2,2,2,3,2,3,5,4,1,2,2,5,5,3,5,4,5,2,2,2,4,1,4,3,2,5,3,2,6,2,3,4,1,1,6,1,1,4,2,4,3,6,2,2,3,2,1,1,5,5,2,4,2,4,3,4,5,5,3,5,5,2,2,"Est pretium iaculis sagittis blandit, ultrices etiam. Accumsan. Odio. Amet odio turpis consequat atque. Blandit.",Facilisis sodales arcu euismod erat odio elementum tempor ante scelerisque sodales.,Rutrum ridiculus. Ligula. Tellus rhoncus commodo erat elementum. Metus imperdiet tempus augue gravida tempor ultrices.,"Facilisi fermentum amet posuere volutpat, augue nec a suspendisse turpis primis malesuada leo non.","Sit per praesent. Sed viverra! Ligula sagittis interdum sodales, ut.",Natoque ac mi primis eros morbi eros id luctus pede.,Imperdiet nibh aliquam tempus dolorem maecenas interdum duis? Accusamus magnis tincidunt.,Erat neque nibh a eleifend blandit morbi est eleifend atque sapien.,Suspendisse lacus magnis pellentesque tempor ultrices nibh proin tortor. Nullam. Fermentum temporibus curabitur interdum. Eros.,Accumsan eros eros facilisi purus molestie lorem eu placerat vulputate culpa.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_9LdqrGnRMlNQph3,,,,,48.4992981,-123.4002991,test,,Non. Porta volutpat ipsum rhoncus integer rutrum accusamus quam tellus.,Lectus. Dictumst atque quam magna felis duis in ligula. Ridiculus phasellus.,Cras? Mauris eros risus bibendum montes pretium amet facilisis at urna? Cursus erat molestie.,2,2,2,2,1,3,1,4,4,5,1,2,5,2,3,3,5,4,2,1,3,4,5,5,2,3,3,3,5,3,5,4,4,2,3,4,1,2,3,2,3,3,2,2,1,5,3,5,5,4,1,5,5,1,4,4,2,3,2,2,2,1,2,2,2,2,5,4,2,1,4,5,5,4,3,1,3,3,1,2,1,1,1,5,1,3,4,4,5,5,1,1,2,5,2,4,1,4,1,2,5,3,4,3,4,1,2,1,2,5,4,6,4,2,3,1,5,1,5,1,5,3,2,1,3,2,2,6,5,1,1,5,5,1,1,5,4,4,2,1,1,4,5,2,3,5,4,3,1,2,Vel proin non. Sem egestas euismod neque. Culpa! Elementum ligula aliquam phasellus elit pellentesque. Vehicula.,Mauris integer pretium commodo per aenean vel tincidunt? Dictumst leo dignissim donec.,"Tempora. Convallis, iaculis fringilla pellentesque elit blandit! Temporibus dapibus ultrices! Pellentesque.",Nullam vulputate orci auctor dolor. Fusce. Aliquam wisi interdum. Ipsum pellentesque vehicula cursus convallis culpa.,Erat placerat? Ligula rutrum turpis augue id ab aliquam. Vel etiam leo gravida wisi.,Sollicitudin arcu. Luctus platea nibh? Consectetuer cras sapien imperdiet facilisis? Mattis suscipit tempus molestie.,"Enim? Nullam! Dolor tempora rutrum venenatis at massa nonummy nunc, ullamcorper.","Nibh! Tellus dictumst luctus culpa ligula, suspendisse phasellus molestie ultricies nulla, ab eget.",Interdum sem sapien molestie duis temporibus viverra elit sapien pharetra convallis bibendum.,Maecenas vel. Tempus! Ligula tincidunt? Molestie phasellus vitae et augue nibh eget. Dolorem.
2019-07-10 19:52,2019-07-10 19:52,2,,100,1,1,2019-07-10 19:52,R_etdLKrezeDRieYR,,,,,48.4992981,-123.4002991,test,,In iaculis scelerisque convallis laoreet aenean magnis nulla dui scelerisque est.,Aenean proin quis metus velit dolor egestas per viverra montes massa mi. Sed.,Neque urna. Luctus dolorem euismod nonummy volutpat tortor lacus maecenas massa? Phasellus.,1,2,1,3,2,1,3,5,3,3,4,5,1,1,4,3,5,1,2,4,4,2,2,1,2,3,3,2,3,2,1,3,3,5,5,5,2,5,2,5,2,4,4,5,2,5,2,5,2,4,2,5,1,1,3,3,3,1,3,3,5,4,1,5,3,5,3,2,4,4,5,2,3,2,4,4,5,2,3,1,4,1,1,5,4,1,2,2,4,1,2,1,2,1,3,3,5,4,1,3,5,2,3,2,4,2,1,4,5,3,5,1,4,5,1,2,5,1,3,5,6,3,1,2,3,2,1,5,4,2,5,2,4,4,1,1,2,1,3,5,3,3,1,4,4,3,3,2,1,1,Porttitor pretium potenti ultricies nonummy eros non dapibus amet massa ultrices.,Atque metus non? Bibendum consequat sapien odio primis diam diam sem in.,"Et wisi, felis ut luctus atque tortor natoque, velit gravida.",Ante enim nonummy platea! Quis suspendisse? Neque morbi iaculis tellus ante rhoncus. Tincidunt? Sed lectus.,"Quis volutpat. Erat! Pellentesque odio velit suscipit dapibus vulputate ridiculus, aliquam! Nec, tellus enim dapibus.",Duis pretium neque. Aenean. Nullam malesuada eros. Fermentum duis ultrices! Malesuada eget.,Cras tincidunt vulputate etiam at dapibus. Sodales dolor. Risus neque.,Vestibulum aliquam. Nibh! Metus ultrices iaculis nullam purus lorem morbi.,Orci atque tempora. Etiam sodales laoreet erat est vestibulum rutrum fusce massa. Aliquet posuere.,Maecenas dictumst commodo nunc! Convallis etiam ligula praesent lectus lacus nulla.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_8JpThbZtEkXcOA5,,,,,48.4992981,-123.4002991,test,,"Platea interdum nulla platea ante! Vulputate dui? Risus nibh maecenas pharetra dolor, proin! In augue.","Porta pede pellentesque tempor euismod aenean nunc magna quis accumsan, malesuada ligula ultrices elementum.","Curabitur dolorem dictumst ut dolorem wisi? Molestie, odio curabitur quis atque ipsum lorem elementum montes.",2,2,1,4,3,4,2,4,2,5,2,3,4,1,3,3,5,5,4,2,1,3,2,5,5,1,2,2,2,2,5,5,3,2,5,3,2,2,2,1,5,5,4,3,4,4,1,2,4,4,2,2,1,2,1,1,4,5,1,2,5,5,1,2,5,3,2,2,2,1,2,2,1,3,1,4,5,2,4,4,2,3,3,1,5,2,4,2,4,4,2,5,5,3,2,2,1,3,1,5,4,1,4,2,1,5,6,6,4,1,2,4,3,6,3,6,2,3,5,1,3,2,4,1,5,2,6,3,6,3,2,3,2,3,4,2,3,5,2,5,4,2,3,3,5,3,1,1,2,2,"Vitae aenean mattis erat, tempor cras justo. Montes lorem! Culpa, fusce euismod! Aliquet.","Vulputate sapien lorem tempor, ultricies ridiculus potenti mattis. Metus ligula phasellus. Eu. Culpa.","Erat ridiculus mauris. Ultrices? Leo donec lectus? Natoque dolor, tempus.",Elit sed est praesent est integer praesent sapien laoreet. Rhoncus.,Convallis gravida malesuada montes metus primis. Enim aliquet porttitor bibendum purus. Neque? Etiam tempora.,Volutpat phasellus morbi purus scelerisque. Ridiculus! Sit molestie iaculis vehicula sodales. Eget mattis magna in.,Arcu dui. Arcu phasellus arcu mauris tellus massa fusce. Proin leo ut.,"Enim ante auctor! Iaculis tellus interdum aenean sollicitudin tortor, euismod non tincidunt etiam consectetuer, velit.",Quam! Ligula. Bibendum et! Non eleifend porttitor magna ipsum felis sapien? Quis.,Duis amet rutrum in aliquet pretium pellentesque. Iaculis? Orci est? Ultrices etiam.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_ekCNhnEjQA9Hr0N,,,,,48.4992981,-123.4002991,test,,"Venenatis. Faucibus ligula pede, facilisis consectetuer. Ultrices lorem nunc lectus.",Augue integer et risus bibendum dictumst suscipit aenean fusce egestas. Nibh imperdiet.,"Augue egestas suscipit. Lectus. Odio egestas primis! Turpis nullam dapibus fringilla porttitor, risus nunc.",1,1,3,3,3,5,5,4,2,2,2,1,2,2,1,1,1,5,4,3,3,4,1,2,3,3,1,3,3,4,1,4,3,5,5,1,1,4,2,3,3,5,5,4,3,5,4,2,1,4,4,1,3,4,1,1,2,1,1,4,4,1,4,3,4,1,2,3,2,3,2,1,4,1,3,2,1,1,5,5,4,2,2,4,5,3,4,3,5,5,2,2,3,4,1,5,3,2,2,2,5,5,3,4,3,5,5,1,6,6,5,4,6,1,4,6,5,5,4,3,3,5,4,1,4,2,5,4,4,5,3,5,4,2,5,4,1,4,1,4,3,1,5,3,4,4,5,5,1,1,"Massa ut aenean vehicula ultrices leo, turpis posuere eleifend wisi.","Lacus. Quis augue eleifend ligula, purus primis eu aliquam. Ullamcorper porta imperdiet.","Dignissim? Est nec fringilla convallis, duis fusce! Auctor praesent ultricies vestibulum, interdum.","Leo eu vulputate tempor. Egestas. Tincidunt bibendum tempor blandit sit, accumsan curabitur dapibus.",Ultricies purus culpa. Vestibulum viverra. Nullam fermentum lacus ligula praesent consequat eleifend dolor massa lectus.,"Vestibulum, faucibus. Nulla sagittis accumsan quis etiam, massa ipsum? Rutrum est.",Mi morbi urna tempus mattis orci fringilla accusamus egestas atque metus vivamus turpis placerat.,Suspendisse enim nibh augue porttitor leo. Interdum magnis consequat! Mattis lacus sed tempus.,Convallis lectus velit iaculis lacus per? Pede. Rhoncus primis? Velit faucibus! Nulla.,Molestie ac viverra ut! Erat phasellus donec accusamus! Nonummy curabitur porta ridiculus? Massa lectus praesent.
2019-07-10 19:52,2019-07-10 19:52,2,,100,1,1,2019-07-10 19:52,R_eQDGPQsjrB9Y3XL,,,,,48.4992981,-123.4002991,test,,"Wisi mauris. Tempor? Erat tellus leo amet eu tempor venenatis, sollicitudin! Elit placerat mattis pellentesque.",Aenean risus tortor donec primis cras venenatis euismod neque ultrices etiam egestas cras suscipit.,"Montes, fermentum elementum a placerat iaculis a, accusamus tellus sed elit, tortor elit imperdiet.",1,4,3,2,,2,3,5,3,2,3,1,4,4,2,1,1,5,3,1,1,4,1,4,5,3,4,1,3,4,4,3,3,4,3,5,4,2,1,5,5,1,1,5,1,4,5,2,1,4,5,2,1,3,1,5,4,4,4,4,1,3,3,3,3,2,5,4,4,3,5,2,2,1,5,3,4,5,1,4,2,4,4,3,5,2,2,3,3,3,4,3,4,3,3,1,2,2,5,2,2,2,1,2,2,3,5,5,1,4,2,1,5,6,6,2,3,3,1,1,5,4,1,6,2,5,1,5,3,3,5,5,5,4,2,4,5,4,1,2,2,4,2,4,2,1,2,3,1,2,Vulputate quis? Ridiculus nonummy. Felis nibh pellentesque elit bibendum ac. Placerat vestibulum non nec.,"Tortor vulputate, phasellus sodales mauris ullamcorper? Placerat. Velit lorem morbi dui ante etiam! Lorem posuere.","Nunc tincidunt, facilisi orci ultrices praesent vivamus orci eleifend tortor neque lorem accumsan vel dolorem.",Volutpat magnis commodo faucibus montes placerat massa potenti porta leo.,"Quam atque lacus, orci dolor? Suspendisse! Aliquet vulputate. Euismod nullam fermentum? Amet aliquet curabitur! Accumsan.",Temporibus vestibulum augue quis wisi vitae! Neque venenatis erat? Tempus sit.,"Primis sodales. Risus est. Massa ligula elementum. Nulla ultricies accusamus placerat sed, nibh.","Ante. Purus suscipit. Euismod! Id natoque dictumst, platea ligula enim.",Tortor morbi lacus? Culpa non odio quam etiam velit auctor sodales? Maecenas purus. Eget sem.,Proin primis venenatis urna rutrum? Sem atque ante culpa atque? Dolorem quam nunc. Et ut.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_0vcbo1MlMC7hLLf,,,,,48.4992981,-123.4002991,test,,"Duis velit elementum cras suscipit blandit viverra pede ullamcorper! Primis facilisi eu, elit dictumst dolorem.","Egestas porttitor a. Dapibus ipsum augue consequat erat est pede leo integer, maecenas per. At.",Turpis consequat tincidunt eros ultricies duis accumsan ridiculus consequat odio vitae lectus non duis.,2,1,1,2,,5,3,4,3,2,2,4,4,2,1,2,4,3,4,1,1,1,2,4,5,2,2,2,2,1,4,5,5,5,4,2,2,4,3,5,2,2,5,3,3,1,2,2,5,4,5,1,2,2,1,5,4,3,5,3,3,2,4,2,2,3,2,3,2,3,3,3,5,1,3,1,5,5,5,2,3,4,4,2,3,2,2,1,2,1,5,5,4,1,5,3,3,3,2,2,3,3,1,2,4,4,4,4,6,3,1,3,2,3,5,5,6,2,6,1,2,1,1,6,4,3,5,5,3,5,4,4,1,2,3,3,3,2,1,4,3,3,4,5,2,3,3,1,2,2,"Mauris mauris volutpat id, vivamus volutpat integer cursus morbi temporibus malesuada.",Dolor fermentum nulla vitae. Potenti etiam ante? Tempora fusce nullam. Viverra in vitae risus.,Posuere leo per massa massa augue leo etiam mi pretium suspendisse. Lorem volutpat consectetuer.,"A aliquet ac euismod. Pellentesque vivamus vel egestas, urna non neque.",Dapibus luctus? Duis! Facilisis. Vel per nibh temporibus. Dolor quam fringilla? Blandit.,Ullamcorper volutpat sed urna risus ante vulputate molestie. Aliquet interdum fermentum lacus at viverra natoque.,Blandit consectetuer commodo! Tincidunt velit facilisis! Lacus! Vehicula aliquam? Sodales.,"Volutpat arcu sapien potenti amet vitae porta, lorem egestas! Natoque, tempora? Laoreet culpa.","Praesent bibendum. Neque vestibulum, phasellus scelerisque sit. Volutpat tortor neque cras aliquet venenatis dui.",Dignissim. Platea ultricies consectetuer ante imperdiet turpis blandit magna nibh? Eget nibh. Accusamus.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_bJca1jiv6sxuPe5,,,,,48.4992981,-123.4002991,test,,Leo neque sapien dolor? Tempor fermentum elementum placerat aenean sodales. Ligula? Sit aenean suspendisse.,Turpis! Suspendisse massa id augue phasellus turpis sed posuere commodo bibendum turpis ut.,"Suscipit fringilla tempora sit elementum bibendum dignissim blandit suscipit. Ultricies, arcu lectus magnis.",1,4,3,1,3,5,1,2,3,5,1,4,5,3,1,2,2,2,4,4,3,1,2,2,1,2,4,3,4,1,3,1,5,5,5,5,4,2,5,2,2,5,5,4,3,4,4,5,3,5,1,5,5,4,1,4,1,3,1,1,5,1,2,4,3,4,4,5,4,4,4,3,1,5,4,5,2,2,3,4,3,4,5,3,1,3,2,3,3,4,5,1,4,5,4,1,1,2,2,5,2,1,1,3,3,5,4,6,3,3,2,6,2,3,4,5,5,5,5,1,3,2,4,6,4,6,5,1,6,4,3,4,5,4,2,3,3,2,5,2,5,3,1,4,4,4,1,3,1,2,At diam! Ullamcorper porttitor quis gravida. Venenatis interdum? Pharetra interdum auctor! Phasellus pharetra aliquet.,Leo? Laoreet platea? Natoque dignissim potenti culpa interdum ab iaculis est.,Rutrum augue. Gravida imperdiet porta donec fermentum pede atque vehicula.,Purus! Sollicitudin orci donec ullamcorper massa pede sit fusce faucibus proin praesent rhoncus lorem pretium.,"Dapibus egestas, orci. Rutrum ante venenatis tellus. Nonummy nunc velit facilisi.","Quis eleifend? Auctor nonummy porta duis! Praesent, magnis odio lacus luctus.",Urna gravida tempora. Montes temporibus odio pretium fringilla nibh tempor rutrum.,Felis venenatis proin tellus. Temporibus urna. Accumsan ab metus at.,"Metus tortor. Volutpat amet, laoreet temporibus tempor aenean, a duis.","Per arcu, gravida! Tellus pharetra. Ipsum dapibus quam, curabitur sapien etiam vehicula fermentum."
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_41nNCWowSHYIXXv,,,,,48.4992981,-123.4002991,test,,"Id at. Cursus venenatis vivamus? Sollicitudin sapien vel scelerisque. Integer. Lorem at, arcu per accumsan.",Turpis faucibus laoreet eros erat vestibulum ultrices dignissim sem? Molestie rutrum.,"Est blandit pharetra tempor, etiam proin eros praesent ultrices orci.",1,2,3,5,2,1,4,2,4,1,1,1,3,5,4,3,3,5,3,3,1,2,5,5,1,3,2,3,5,1,5,5,4,4,4,4,4,4,1,1,3,2,4,2,2,4,3,1,3,1,3,4,4,5,4,1,4,4,1,5,4,5,1,3,4,1,1,4,3,2,4,1,2,5,3,2,4,4,3,5,1,3,3,5,4,2,1,4,1,3,3,3,1,3,3,3,4,1,5,5,2,3,3,2,4,1,2,2,1,5,4,1,1,5,6,1,5,4,5,5,1,2,1,5,1,3,2,3,3,1,4,4,5,4,4,1,3,3,4,1,5,3,5,3,4,1,5,4,1,1,Eget dolor odio vitae mi! Et erat fringilla? Maecenas fusce augue viverra.,Montes ut dui! Laoreet volutpat malesuada justo et et rutrum enim vivamus elementum sem.,"Tempor sed maecenas scelerisque ut rutrum elit, auctor. Vivamus cursus duis ridiculus ante.",Rhoncus. Sollicitudin est ut platea per aliquam non! Iaculis eleifend dolorem.,"Nunc facilisis temporibus tincidunt ultrices cras accusamus culpa primis ut dignissim, eu nullam bibendum accumsan.",Aliquam. Massa ridiculus ante dolor placerat. Integer pellentesque imperdiet malesuada.,Posuere dolor. Interdum rutrum auctor placerat. Dolor! Montes. Vehicula euismod gravida.,Imperdiet montes purus nec tempor montes tincidunt! Maecenas eleifend? Vitae.,Morbi! Sit magnis urna? Bibendum et volutpat temporibus? Felis est.,Aenean. Suspendisse. Sapien dictumst aliquet ante accusamus turpis! Mauris ante ante et vehicula erat.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_cwpEtJssxJXcd6Z,,,,,48.4992981,-123.4002991,test,,Atque malesuada odio dui dui ipsum suscipit. Sagittis posuere aliquet.,"Quam. Gravida vestibulum, dui praesent, ab facilisi! Eleifend platea accumsan sed suspendisse.",Bibendum ipsum? Leo enim ultricies ac duis consequat consectetuer bibendum.,2,2,3,3,1,3,1,3,4,3,4,2,2,2,1,1,1,4,3,4,3,5,1,3,2,4,1,4,3,1,3,1,3,1,3,3,4,2,4,5,5,4,5,5,5,1,5,2,4,1,4,3,5,5,4,2,4,2,4,1,4,2,5,5,2,1,2,5,4,1,5,2,2,3,4,2,4,4,3,2,3,1,4,1,5,2,3,5,5,5,2,2,5,1,1,3,4,3,5,4,4,4,5,1,2,3,3,6,6,3,4,5,5,1,4,5,1,2,1,3,1,2,6,2,3,5,5,2,6,3,2,3,3,2,3,5,2,2,1,4,5,5,5,4,3,4,5,3,1,2,"Posuere urna sit elementum convallis ab? Metus magna ac, vestibulum.",Tempora non vulputate orci mattis porta tempus dolor vehicula ac. Ac id? Natoque ligula.,Wisi velit pellentesque erat. Est a primis maecenas purus viverra porttitor! Donec! Malesuada elementum orci.,Tortor nibh tempor risus ridiculus. Sagittis proin platea vulputate aenean sapien.,"Aliquet primis tellus, vestibulum ultricies! Vivamus at venenatis egestas consequat sit enim per, placerat blandit.",Mi duis convallis id nullam enim turpis eget euismod tempus.,Blandit quis venenatis rutrum! Elementum viverra? Odio fermentum dignissim sollicitudin luctus aenean.,Tempus. Ante. Etiam pellentesque urna vivamus gravida imperdiet laoreet. Odio elementum. Fringilla.,Pede. A fermentum tempus lorem curabitur pede justo wisi nec. Eu.,Massa egestas tempor mattis. Facilisis faucibus aliquet? Facilisi at ab porta.
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_8CkB2cGuMwl3I3P,,,,,48.4992981,-123.4002991,test,,Lorem metus cras? Bibendum aliquet magnis. Ac tortor! Facilisi. Eros pede at fusce.,"Wisi ipsum per nonummy est vehicula integer egestas, aliquam scelerisque. Aenean volutpat temporibus.","Tellus vestibulum potenti, tempus tellus facilisis ullamcorper et. Eu posuere etiam nibh consectetuer imperdiet.",1,1,2,2,3,3,5,2,2,4,1,5,5,2,3,3,5,2,1,3,1,4,2,1,2,1,2,2,3,2,3,2,3,1,4,2,4,2,5,3,5,1,5,1,3,5,3,1,1,5,4,2,5,1,2,3,2,5,4,5,5,4,2,2,1,5,3,3,4,1,1,1,5,4,3,2,1,4,4,3,4,2,5,2,2,1,4,3,5,1,2,5,3,4,5,3,3,4,2,3,4,5,5,1,2,5,4,1,4,6,6,1,2,3,5,4,1,2,3,5,2,4,3,3,1,6,5,4,5,1,1,2,5,1,5,3,1,5,4,1,4,1,1,3,5,3,1,4,1,2,"Risus ridiculus pellentesque est purus vitae, tempora. Enim luctus turpis natoque eget tempor posuere vulputate.",Mauris accusamus quis ut! Magna aliquam erat arcu consectetuer erat ut. Tortor non.,Molestie. Ullamcorper nonummy sodales! Curabitur euismod integer elementum placerat convallis purus atque egestas dictumst? Lorem.,"Placerat suscipit phasellus ipsum euismod sapien, leo. Sed suscipit montes.",Bibendum dolor placerat. Scelerisque vestibulum! Nunc. Luctus dapibus accusamus risus non! Eu.,Atque molestie nibh. Felis nullam nulla est risus in natoque eros vulputate rhoncus rhoncus.,Ullamcorper! Duis? Urna placerat enim. Viverra duis arcu morbi placerat ac ultrices.,"Eu et pretium blandit! Suspendisse porta egestas. Non, natoque egestas.","Sed sodales magna, cursus aliquet, malesuada? Nunc culpa nullam convallis.","Facilisi eget scelerisque cras! Sem suspendisse, commodo. Mauris blandit morbi accumsan ridiculus tellus."
2019-07-10 19:52,2019-07-10 19:52,2,,100,0,1,2019-07-10 19:52,R_9QPqpgXQu6Rum1v,,,,,48.4992981,-123.4002991,test,,At cursus eget dui. Ligula justo ullamcorper! Elit vivamus tortor enim.,"In nonummy, eget. Montes. Felis velit nullam pede elementum vel urna.",Ac curabitur! Mi? Molestie volutpat ante auctor rhoncus? Praesent tempus.,2,2,2,5,1,4,1,4,2,1,5,4,2,5,3,3,2,3,1,4,3,4,5,1,4,4,4,5,2,4,1,1,1,3,3,1,5,3,2,1,4,1,4,2,5,1,1,3,2,2,2,1,4,3,3,2,1,2,2,3,1,3,1,3,4,1,3,5,2,5,1,1,4,1,3,3,3,4,4,4,1,1,5,3,3,2,5,5,1,4,1,1,5,3,1,1,1,4,2,1,1,1,1,2,1,3,4,2,3,3,5,6,3,2,6,4,4,1,1,2,4,3,1,2,4,5,4,4,2,2,2,1,3,4,2,5,1,3,2,1,4,1,4,5,3,2,1,1,2,2,Consectetuer molestie in laoreet potenti etiam! Vestibulum lorem phasellus turpis cras egestas atque dui.,"Turpis, montes nullam dui facilisis id vitae ultricies interdum vel odio lorem.","Quis, ullamcorper metus tempora dictumst eget nulla? Lorem laoreet montes nec sollicitudin donec.",Dignissim fringilla porttitor interdum nulla lacus? Vehicula aliquet tellus magnis auctor.,"Orci. Sodales. Ab lacus magnis, blandit cras commodo viverra in.",Potenti dictumst tempus a pharetra faucibus ligula ab rhoncus blandit porta eros! Temporibus.,Odio platea consequat velit purus ultrices nonummy lectus molestie imperdiet? Accumsan.,Magna posuere dui augue. Dolor? Dapibus tortor vulputate sapien porttitor! Gravida proin. Rutrum diam praesent.,Augue integer dapibus? Lorem nibh orci odio egestas potenti ut montes nulla curabitur amet venenatis.,Amet eu volutpat? Faucibus tempora est temporibus. Eu rhoncus est donec dictumst. Sagittis! Diam et.
